Accession,PeptideCounts,Name,Gene.name,NDM_B1_01,NDM_B1_02,NDM_B1_03,NDM_B1_04,NDM_B1_05,NDM_B2_06,NDM_B2_07,NDM_B2_08,NDM_B2_09,NDM_B2_10,DM_B1_11,DM_B1_12,DM_B1_13,DM_B1_14,DM_B1_15,DM_B2_16,DM_B2_17,DM_B2_18,DM_B2_19,DM_B2_20,Number of samples imputed,Fold-change (DM/NDM,pValue,qValue,tStatistic,RepeatedlySignificant
Q9BSJ8,35,Extended synaptotagmin-1,ESYT1,130561549.293044,95249230.5492391,94298049.5819887,109148392.296793,71898645.2477473,144631122.156853,106597513.073578,71117501.5542589,126563299.456473,145175057.757083,88434919.4180641,105714111.344361,98962844.6956381,140379298.04499,89033448.7593973,158951962.11037,173314300.854742,150989641.300391,92563795.0759631,123831568.605725,0,1.1158974173765,0.349084395066887,0.63152204513882,0.95812267244941,False
Q9BSL1,2,Ubiquitin-associated domain-containing protein 1,UBAC1,792198.203485667,1758359.31528774,3720779.32284436,1416867.5862314,1407665.98195598,1427874.20214465,5160922.07903612,1296277.27685381,1277554.71166113,3019806.58980946,3567062.82334385,1081188.25722907,2884566.69386489,3755092.71284254,3911544.54663146,6437191.76846574,3420693.52326531,4315641.96942397,3838697.40138361,3307795.02031394,4,1.71627741281804,0.0165982872347134,0.216813824767178,2.60701673927516,False
Q9BT78,9,COP9 signalosome complex subunit 4,COPS4,3483614.02984207,4064969.73622529,8163702.55057489,1460932.531475,4597457.34732499,1817571.77816889,13541998.1010917,9081497.40328953,11331508.1443716,6634944.95443517,4439129.79156099,6701754.6771059,2914551.80764758,1736318.54486708,6672521.39606472,9543464.92419648,5564438.22328932,5197513.31850032,6967088.31357388,4863522.02770083,4,0.850760942763006,0.902683335134354,0.826708499711055,-0.123783802980725,False
Q9BTV4,12,Transmembrane protein 43,TMEM43,4397544.87489337,9568240.44997376,4272936.52565753,6971964.34930457,2681503.83925621,16651679.2695995,6885874.21052632,13604213.6308922,7865646.69948792,16776925.5730393,9110982.8642703,3228917.38320597,7098486.57981557,12486143.8372188,14496304.9871608,13687278.1976956,12429339.5087635,9067882.54117754,6170835.16173811,33240572.0637119,0,1.34948067129612,0.245223048803022,0.58311339070537,1.19606728279563,False
Q9BUF5,20,Tubulin beta-6 chain,TUBB6,73912813.4328069,65390468.4104425,88032242.7115555,58537824.1396062,53794788.323162,45616369.424948,73515955.2698145,57667851.9865846,98379352.771539,28381460.3703704,80597931.8927445,79274425.525356,55675445.1350767,77902713.2638037,38912199.605544,97542825.5791389,118307136.547419,116930868.368368,75599259.128233,62010038.6057248,0,1.24800449817014,0.142683042038755,0.495190015417898,1.52397504928362,False
Q9BUN8,2,Derlin-1,DERL1,901092.091406674,2113725.41656463,1643485.20357149,1494872.51481942,545116.37499291,1984298.28206344,472000.052636017,2193204.05106955,1864194.58995858,1941113.69660315,846102.957297028,834992.756237527,1323985.56868288,1671724.49844581,584389.397541547,1585741.52730948,947046.40365694,427805.401028301,285288.8335775,1055861.56536417,9,0.631087861509898,0.0848784090275871,0.418710352294526,-1.80996992645141,False
Q9BUT1,5,3-hydroxybutyrate dehydrogenase type 2,BDH2,5966819.81473105,1573565.67338639,1905211.5504038,2160809.57655495,2312549.99405142,8137357.58730812,4902773.27662779,7833821.93742534,5663151.44380559,8438146.01405837,2141944.42262992,10340542.3243024,5926903.97509397,2463441.11239264,8281888.80154998,3184945.77419151,6084084.95414166,4090794.53963054,7867711.30647495,3108666.21144968,2,1.09401352119037,0.565972004215765,0.732675882289056,0.583354036680307,False
Q9BVC6,3,Transmembrane protein 109,TMEM109,21497363.6990462,16302052.1068742,12643648.2427642,18387040.0213978,11460011.148406,8821516.91240446,19152218.9105352,22270105.4419737,13353162.7055071,11877959.271034,10977678.5070563,10485122.7332262,13952598.6171881,26853541.4997955,22438337.2567522,24436710.6610067,16941021.9198079,19313577.8291928,17784282.8775547,21398381.800554,0,1.1849976613956,0.298558722254811,0.608461038679821,1.06638455401465,False
Q9BVG4,3,Protein PBDC1,PBDC1,1874723.74479799,1600943.51363378,2730618.27498263,2343344.53203485,2659385.5668106,1065646.45865772,2092220.8740126,2780092.28374529,2247747.40719612,1698832.93734389,3883859.93452641,2619445.74422053,3502586.77313346,4123240.55611452,4105632.59311417,3227776.65215282,2927522.74847539,4059159.42469742,2033310.42593597,2104127.74699908,8,1.54486342785428,0.015823030059617,0.213408620082281,2.62890123188484,False
Q9BVK6,4,Transmembrane emp24 domain-containing protein 9,TMED9,3418124.33780456,3204506.46248032,5708446.94258197,2602155.18880235,5662318.27016285,4735528.54296035,3520902.91781308,5007618.04148672,5446965.37674063,6879626.51395133,1719252.29365692,4902885.31702269,1828159.12873523,7370371.80331288,9031423.51792841,4258289.51546392,9087984.10468187,3248211.96232596,6878859.88112679,5407541.93351801,4,1.16339919874324,0.825471113521672,0.817624247495614,0.223332446671502,False
Q9BW30,9,Tubulin polymerization-promoting protein family member 3,TPPP3,13417282.6188384,33445932.8345286,15316069.5620914,27577857.8041234,19967979.7563286,10327648.96678,5847187.11418301,11562250.6179362,24376553.2319648,27217072.2457718,3596387.52424041,26825143.4106171,8552603.55728927,6976233.45615542,9244936.10733843,9102183.56903174,9207350.27947179,14570011.4018564,24726778.7832339,5656121.06325023,0,0.626575473364962,0.0496326849193566,0.338835504947756,-2.08542961371153,False
Q9BW60,1,Elongation of very long chain fatty acids protein 1,ELOVL1,1363830.72582521,639985.906034634,1098971.32414744,1006904.18740422,1135336.04275265,600078.558097779,3143432.26577616,453739.981360838,1183464.57435005,1320706.89688147,1307473.81286266,749843.50154857,963333.069754916,1758334.03051125,1907591.15088327,1192668.64895896,1765811.64585834,1244059.3988079,935187.579942123,725691.755771006,4,1.05052079143981,0.550561281224547,0.730786710248407,0.606855095222241,False
Q9BWD1,7,"Acetyl-CoA acetyltransferase, cytosolic",ACAT2,3443877.90614418,15112867.0163547,16711422.5634123,10505289.5580488,4521537.60856155,16101221.4954332,23632764.8615426,9047149.83368556,11579177.6192615,19245081.614929,3151396.82492114,9641173.48001331,2623172.44111523,6146142.62764826,2516759.77090617,16355368.0351728,8289487.21963986,16805729.6050596,14400502.7672273,4911047.43674977,0,0.653121827870719,0.0548326834601173,0.35525066816155,-2.03551699992402,False
Q9BX66,31,Sorbin and SH3 domain-containing protein 1,SORBS1,156287367.978908,146551737.856393,170551825.413413,214167780.250412,186902300.0,171968314.266654,192774618.647377,90780626.4632914,164821936.645405,81473824.2738885,122712236.466047,276582728.016094,187081727.016685,103801485.9591,114387526.658262,88853209.8524358,146479348.777911,147298877.891528,113809607.257189,82598629.9168975,0,0.877766060961953,0.289532707977403,0.603321843609166,-1.08706711970249,False
Q9BX68,4,"Histidine triad nucleotide-binding protein 2, mitochondrial",HINT2,11027263.24759,6097944.98994228,19733385.2784791,22465242.4786745,5943821.73951839,4030146.74946242,19109918.3101092,5525064.17757052,12567336.8461953,8418139.34525084,5606913.8428524,8986301.02802708,5646138.60109792,5060733.3197955,8560163.50338768,1887157.85021225,11117209.0761104,2865699.2016562,3535306.52735576,3066583.6565097,2,0.490193682506366,0.0123517544703609,0.198938501065838,-2.74130407475818,False
Q9BXK5,6,Bcl-2-like protein 13,BCL2L13,1371681.3277716,1481945.29630925,7948668.21693113,1468823.03715698,5534101.78864923,1009513.0297355,9880922.60539629,6135106.99068893,4094522.13233312,2464421.46371227,1433605.4966877,1157576.48450706,1486296.96780122,904545.977873211,1180120.1686414499,2226657.35856074,1847001.88129208,1108249.51023751,859595.183501467,1522917.98593474,6,0.331642052542102,0.00675054997990442,0.175323277667773,-3.01007992430728,False
Q9BXN1,10,Asporin,ASPN,51423858.3186859,78244292.4094805,15797333.531192,38527285.5518607,21799572.0593095,28851945.791965,16298172.5170853,78551174.305798,43939923.0756446,26595531.7348177,11302422.4169849,26189476.5051523,76539521.892155,91777055.7791411,135932493.7034,40102954.388114,13594281.5755102,22388647.0657021,69693700.8337855,29230781.6158818,0,1.29178439669338,0.7145998433207,0.789207019147749,0.370749608117318,False
Q9BXS5,1,AP-1 complex subunit mu-1,AP1M1,639198.553724304,1214257.85064159,575907.341205879,462405.250787959,1631961.59497519,870482.896683311,1737476.42691045,1610679.5740513,319172.462233961,1136645.54385214,762947.398249045,473977.589404596,447836.383723908,828477.859172089,990546.244411188,529581.426927165,748695.162943577,2323395.09432159,424981.558669413,1553602.966759,12,0.890750605338102,0.617366197623345,0.755192054657026,-0.507231599157166,False
Q9BXW6,3,Oxysterol-binding protein-related protein 1,OSBPL1A,583444.658806576,751945.573617472,678582.196431856,654760.646838042,1911992.12248562,3619624.62631911,5510441.15785036,1521981.51685839,4257060.47246429,2002934.30321844,578813.739125021,4451267.19787416,1874953.2417741,1121031.58670757,726810.153714074,5319027.12912877,1195546.47697479,4694668.06420056,791182.55226985,4320763.27100646,4,1.16662796800807,0.642309919194737,0.759476558552735,0.471381719651633,False
Q9BXX0,11,EMILIN-2,EMILIN2,7658934.79776651,1215257.25848347,1105407.08539134,6356721.0843478,1222468.44637467,1999663.25365202,335783.825028845,6380146.92286134,2354287.2592759,6055418.44797688,475758.361688527,409775231.952646,1517169.14742151,966005.875296523,1428047.94651641,220225.087265009,6158666.37613445,73740538.2286222,7960334.25854585,2059257.388735,3,14.5398440080328,0.522160250879239,0.721310207615658,0.651102131096924,False
Q9BY32,4,Inosine triphosphate pyrophosphatase,ITPA,5378484.26088898,1183734.78110916,4060313.48253448,2705686.82508747,2636619.94514089,2467196.02556122,937331.540028401,10523940.3483923,10316483.0760938,4402734.22668237,3823227.27403287,362708.831292694,1967227.70237162,734621.592323108,3485300.29158803,774584.789690722,871651.297877551,2334620.45768496,1063980.80891662,945529.960757156,5,0.366790563540296,0.0092427022102116,0.181482743058785,-2.8711636785441,False
Q9BZL4,6,Protein phosphatase 1 regulatory subunit 12C,PPP1R12C,1973102.1316978,975949.083566556,1540112.31524666,3731758.45693055,71000.1325647482,2467509.87296766,434236.398961569,680348.071823027,3922244.92471476,1982927.6344109,941581.821746195,4481988.04672197,509143.113402201,3059617.40593047,1568224.13633498,1815505.28682288,900003.008115246,2492945.89472437,2191682.15237837,973540.746537396,9,1.06496598851293,0.482803522234507,0.705049346435958,0.714687669095708,False
Q9BZV1,5,UBX domain-containing protein 6,UBXN6,1268778.05302815,10035942.1014174,6147365.93258314,8928708.82794269,2518851.19544383,7304640.98340063,2086083.13983314,2867420.97946338,8850615.60776211,9966655.51095411,983029.14005479,3741508.35591062,5607289.46093848,2345490.09034765,3574492.75446277,2142028.05757024,4614265.52216086,11282340.5864956,1181280.67887502,9541588.75807941,3,0.75053383280949,0.329388083864469,0.620838122156971,-0.998934565358928,False
Q9BZV2,1,Thiamine transporter 2,SLC19A3,5058324.00179647,2794789.29005597,5491721.90195128,6158269.46199,2225046.98946881,3017437.08542393,3891655.23919411,2380286.57355509,2919780.01050812,5858616.20977969,8134113.46297526,16366394.0915538,4385600.63035777,5002407.57137014,5005619.79248523,1014493.74562361,2848812.87231693,2727338.09413959,4829746.24827983,7846531.65543998,4,1.46148269167988,0.398425127724215,0.662759156764724,0.862300672818232,False
Q9C005,3,Protein dpy-30 homolog,DPY30,1261772.90052214,10938118.134786,3196613.80933606,9962466.00277593,5999141.25572821,1765556.71997071,7566334.00767439,8042480.17341383,417344.054128111,2408336.10215514,1278882.78910012,2227852.30617585,89013.7949139846,1291040.059182,1604596.98202518,525812.425716596,2130372.09848739,1370089.61475111,1658931.15798517,354860.812650046,8,0.243054664340533,0.00644381293793894,0.175323277667773,-3.03049950979456,False
Q9C0B1,3,Alpha-ketoglutarate-dependent dioxygenase FTO,FTO,721844.732196862,1636290.25293084,2252836.12426122,1243889.58066102,3338028.07214908,2724964.94276448,2332338.98819562,2258953.78392906,800981.514654213,2492764.24452294,778128.61093309,956199.839074954,1826846.62966449,1355328.33496932,3089621.53589984,3339759.35221346,1633072.86953181,1192524.77609428,1378696.02197504,933781.361034164,7,0.832401607539081,0.443063726407555,0.683685726064029,-0.782043721811444,False
Q9C0C2,32,182 kDa tankyrase-1-binding protein,TNKS1BP1,43057532.2136635,31866891.1885604,38358925.9008143,85168821.2618917,39738717.4458569,24079543.2101569,33239977.6994763,39299630.4516218,28680964.7497979,34940980.1834011,16725940.5113731,33702518.3346359,45445578.0429433,34656808.0781186,36970781.8155802,22545396.9076208,27595126.1373349,27112654.1477841,54485282.5357208,31052810.2169898,0,0.828981883329583,0.248827063418138,0.583149616570681,-1.1866783326718,False
Q9C0E8,5,Protein lunapark,LNP,1171164.87621165,2048585.86212174,1377137.31688712,2522583.8576179,1619813.96280825,1176779.63307671,1915533.8105001,1526062.51750436,2269306.99038526,422192.692134402,3299305.6950786,1878264.90654464,1531093.69477271,1681279.83075665,3527944.98615537,1614455.04014554,453781.285573023,1016830.83133133,3228737.94589192,1388060.55032318,10,1.2224784916672,0.567528411136109,0.732675882289056,0.580999130388043,False
Q9GZP4,5,PITH domain-containing protein 1,PITHD1,3575564.34158466,2096071.53480847,2877050.64811469,3844304.36832984,3642905.96499036,2233266.87798508,4988816.69494985,3164850.99549339,2052046.54415596,2743981.31584957,4332561.84046164,5427750.57302622,1916356.35242976,5286927.14625767,2807900.1602574,4866487.05445725,4527567.98468187,2166750.25102375,2386960.88942319,2861016.34949215,8,1.17173655405175,0.506422214906933,0.715810942831439,0.676191288550974,False
Q9GZS3,2,"WD repeat-containing protein 61;WD repeat-containing protein 61, N-terminally processed",WDR61,1109733.305882,739718.504474578,1771089.55124345,1060264.69790005,1808710.5895697,1113728.61363007,1762939.72951984,1012823.95869705,1268001.93515507,976792.260079926,596269.839631298,4405827.73783563,1877239.59800797,4728972.18196319,1368283.4460409,1436355.69868607,5672010.52025538,1234960.05123305,3599956.67182131,2325702.68696667,12,2.15827022308622,0.0319775603888083,0.273698145271085,2.30012718021347,False
Q9GZT3,3,"SRA stem-loop-interacting RNA-binding protein, mitochondrial",SLIRP,12176256.8547115,16070850.8328661,119780039.218653,746733.678136657,13516297.8794898,28554831.2343427,1147009.81037543,18576024.3310668,73456247.5797323,7973324.40876329,27902275.1602794,24941814.5496785,24615114.4825601,29505536.0721673,9738573.05733927,5111760.90357793,1527438.29229292,25832792.6430976,53098473.5544402,21556357.322253,8,0.76654782061449,0.649687213710647,0.760966574422578,0.460900213777772,False
Q9GZZ9,3,Ubiquitin-like modifier-activating enzyme 5,UBA5,2502809.20614115,810178.444716415,614174.076930794,287365.731590666,1129752.99563483,1363808.87565734,2497643.09927221,1149527.28572085,3099008.30395686,1379393.12538357,1271901.92901198,1231000.24447892,1341411.83950502,1591286.77052419,1219058.24322327,1539877.84368216,869506.296691477,1561005.83255983,1130659.19320854,1414810.18698061,10,0.887880493636679,0.754537144687404,0.802778333272415,0.316851423521166,False
Q9H008,6,Phospholysine phosphohistidine inorganic pyrophosphate phosphatase,LHPP,7528968.82357123,12624977.3836803,3899956.94960456,3998865.04398115,5296917.17387473,34698735.8366038,33493781.3020325,44584862.7244326,27383848.3474081,13141713.8507101,13188800.3342761,19443292.4105592,10208869.8935109,8562342.17709611,2905910.67861894,17374697.740853,28472871.392557,11305301.5570116,11658998.6019172,11960340.023084,2,0.723704920017128,0.651826845197607,0.760966574422578,-0.457870125840754,False
Q9H074,6,Polyadenylate-binding protein-interacting protein 1,PAIP1,1944412.93438364,1598411.87733951,2473978.05934088,2419466.83815748,1804106.06507083,9543346.11891362,2953494.27562794,6661802.74153586,9189796.85473003,8218072.65717548,1538615.85418396,2055909.07020667,1550527.40967847,4007888.58445808,6723550.47125886,1735202.91780877,3456144.37968788,2801717.32713283,3801259.47458853,4627368.00194697,3,0.690030561304741,0.26854092785063,0.587927183588789,-1.13704578710719,False
Q9H0A8,2,COMM domain-containing protein 4,COMMD4,2673433.81656972,2921312.19984699,2985270.94097756,2893729.7756827,2925887.07533359,2838799.72136028,2932509.86012248,2734066.54047597,2579960.32656545,3236612.19078713,1758219.33746109,2509931.59356278,2039110.55471673,1792513.7236042,2685808.12689911,2601356.87023248,2462174.16480192,2169896.75439075,2415549.12321396,1327724.5212373,12,0.75769797189035,0.0528254108346617,0.347752097771272,-2.05425907522474,False
Q9H0E2,4,Toll-interacting protein,TOLLIP,9946229.55211053,6309464.64728004,9467384.013561,5274532.82560796,5483247.10128005,2703477.19350787,8099486.73098429,2089019.18331342,3076222.78964154,2222807.59341326,6356322.86576457,2172493.08563448,9430026.94029043,8588332.6809816,2732874.40947622,13388053.1691935,5856391.7320048,13832709.1263991,1817809.94438416,1707861.41735919,1,1.2050598124117,0.829325401292861,0.818226127002315,0.218316551851908,False
